userid,password,residence_state,high_school_name,high_school_city,high_school_state,GPA,college_class,major_1,major_2,SAT_math,SAT_EBRW,ACT_English,ACT_math,ACT_reading,ACT_science,ACT_composite,SAT_literature,SAT_US_hist,SAT_world_hist,SAT_math_I,SAT_math_II,SAT_eco_bio,SAT_mol_bio,SAT_chemistry,SAT_physics,num_AP_passed
40_NC_127,40_NC_127!,NC,Providence High School,Charlotte,NC,4.0,2025,Physics,Philosophy,610.0,630.0,29,29,28,27,28,720.0,730.0,710.0,730.0,720.0,720.0,730.0,730.0,710.0,7
40_NC_128,40_NC_128!,NC,Providence High School,Charlotte,NC,4.0,2025,Physics,Philosophy,610.0,620.0,27,27,29,29,28,730.0,720.0,720.0,720.0,710.0,730.0,720.0,720.0,720.0,6
40_NC_129,40_NC_129!,NC,Providence High School,Charlotte,NC,4.0,2024,Physics,Psychology,620.0,610.0,28,28,29,28,28,710.0,720.0,720.0,730.0,720.0,710.0,710.0,710.0,720.0,6
40_NC_130,40_NC_130!,NC,Providence High School,Charlotte,NC,3.9,2024,Physics,Psychology,610.0,620.0,28,29,28,29,28,730.0,730.0,730.0,730.0,720.0,710.0,720.0,720.0,730.0,7
40_NC_131,40_NC_131!,NC,Providence High School,Charlotte,NC,4.0,2024,Physics,Philosophy,630.0,610.0,29,29,28,27,28,710.0,710.0,720.0,710.0,730.0,730.0,730.0,720.0,720.0,5
40_NC_132,40_NC_132!,NC,Providence High School,Charlotte,NC,3.8,2025,Physics,English,620.0,610.0,28,28,28,27,28,730.0,710.0,710.0,730.0,710.0,730.0,720.0,730.0,720.0,7
40_NC_133,40_NC_133!,NC,Providence High School,Charlotte,NC,4.0,2024,Physics,History,620.0,620.0,29,29,29,28,29,730.0,730.0,730.0,710.0,710.0,730.0,710.0,730.0,720.0,5
40_NC_134,40_NC_134!,NC,Providence High School,Charlotte,NC,4.0,2024,Physics,History,620.0,630.0,27,28,28,27,28,710.0,720.0,710.0,710.0,730.0,710.0,710.0,710.0,720.0,5
40_NC_135,40_NC_135!,NC,Providence High School,Charlotte,NC,3.9,2024,Physics,History,630.0,610.0,28,27,27,27,27,720.0,710.0,730.0,730.0,730.0,710.0,720.0,730.0,720.0,5
40_NC_136,40_NC_136!,NC,Providence High School,Charlotte,NC,4.0,2024,Physics,History,620.0,610.0,29,28,29,29,29,710.0,720.0,730.0,720.0,720.0,710.0,710.0,730.0,720.0,7
40_NC_137,40_NC_137!,NC,Providence High School,Charlotte,NC,4.0,2024,Physics,History,610.0,620.0,27,28,29,27,28,710.0,720.0,730.0,710.0,720.0,710.0,720.0,730.0,730.0,5
40_NC_138,40_NC_138!,NC,Providence High School,Charlotte,NC,3.8,2025,Physics,Philosophy,620.0,610.0,29,27,29,27,28,720.0,730.0,720.0,730.0,720.0,730.0,730.0,710.0,720.0,7
40_NC_139,40_NC_139!,NC,Providence High School,Charlotte,NC,3.8,2024,Physics,History,630.0,630.0,29,29,27,29,28,730.0,730.0,730.0,730.0,710.0,710.0,710.0,730.0,720.0,7
40_NC_140,40_NC_140!,NC,Providence High School,Charlotte,NC,3.9,2024,Physics,Philosophy,630.0,610.0,28,28,27,28,28,710.0,720.0,730.0,730.0,710.0,730.0,720.0,710.0,730.0,5
40_NC_141,40_NC_141!,NC,Providence High School,Charlotte,NC,3.8,2024,Physics,History,630.0,610.0,29,28,28,28,28,720.0,710.0,730.0,730.0,720.0,710.0,730.0,720.0,730.0,5
40_NC_142,40_NC_142!,NC,Providence High School,Charlotte,NC,4.0,2024,Physics,English,630.0,630.0,27,27,27,27,27,730.0,710.0,710.0,720.0,730.0,720.0,730.0,710.0,710.0,7
40_NC_143,40_NC_143!,NC,Providence High School,Charlotte,NC,4.0,2025,Physics,English,610.0,630.0,27,27,27,27,27,720.0,720.0,710.0,730.0,720.0,710.0,720.0,710.0,720.0,7
40_NC_144,40_NC_144!,NC,Providence High School,Charlotte,NC,3.9,2025,Physics,History,630.0,630.0,28,28,29,29,28,710.0,720.0,710.0,710.0,710.0,730.0,710.0,730.0,730.0,5
40_NC_145,40_NC_145!,NC,Providence High School,Charlotte,NC,4.0,2024,Physics,Philosophy,610.0,610.0,29,28,28,27,28,730.0,710.0,710.0,720.0,710.0,710.0,720.0,720.0,730.0,7
40_NC_146,40_NC_146!,NC,Providence High School,Charlotte,NC,4.0,2025,Physics,History,620.0,620.0,27,29,28,27,28,710.0,720.0,720.0,720.0,710.0,710.0,710.0,710.0,720.0,5
40_NC_147,40_NC_147!,NC,Providence High School,Charlotte,NC,3.9,2024,Physics,History,620.0,620.0,27,28,27,28,28,720.0,720.0,710.0,720.0,710.0,720.0,710.0,720.0,720.0,7
40_NC_148,40_NC_148!,NC,Providence High School,Charlotte,NC,4.0,2024,Physics,Philosophy,620.0,630.0,28,29,27,29,28,730.0,710.0,720.0,730.0,730.0,720.0,730.0,730.0,710.0,5
40_NC_149,40_NC_149!,NC,Providence High School,Charlotte,NC,3.8,2024,Physics,History,620.0,620.0,27,29,29,28,28,720.0,710.0,720.0,720.0,710.0,720.0,710.0,730.0,710.0,5
40_NC_150,40_NC_150!,NC,Providence High School,Charlotte,NC,4.0,2025,Physics,Philosophy,630.0,630.0,29,29,27,28,28,730.0,720.0,730.0,730.0,710.0,710.0,730.0,710.0,720.0,7
40_NC_151,40_NC_151!,NC,Providence High School,Charlotte,NC,3.8,2024,Physics,Psychology,630.0,610.0,27,28,29,28,28,720.0,720.0,730.0,710.0,730.0,710.0,720.0,710.0,710.0,7
40_NC_152,40_NC_152!,NC,Providence High School,Charlotte,NC,4.0,2025,Physics,Psychology,630.0,630.0,27,29,28,29,28,730.0,720.0,720.0,720.0,710.0,730.0,730.0,720.0,710.0,7
40_NC_153,40_NC_153!,NC,Providence High School,Charlotte,NC,4.0,2025,Physics,Philosophy,630.0,610.0,29,27,29,28,28,720.0,710.0,730.0,730.0,710.0,710.0,720.0,730.0,730.0,5
40_NC_154,40_NC_154!,NC,Providence High School,Charlotte,NC,3.9,2025,Physics,Psychology,610.0,630.0,28,29,27,28,28,720.0,710.0,710.0,730.0,720.0,710.0,710.0,730.0,720.0,5
40_NC_155,40_NC_155!,NC,Providence High School,Charlotte,NC,4.0,2025,Physics,Philosophy,630.0,630.0,27,28,27,27,27,720.0,730.0,710.0,720.0,730.0,710.0,720.0,710.0,710.0,5
40_NC_156,40_NC_156!,NC,Providence High School,Charlotte,NC,4.0,2025,Physics,History,620.0,630.0,29,28,29,29,29,730.0,730.0,720.0,710.0,720.0,710.0,730.0,730.0,710.0,7
40_NC_157,40_NC_157!,NC,Providence High School,Charlotte,NC,4.0,2025,Physics,Psychology,610.0,630.0,28,27,29,28,28,720.0,730.0,730.0,720.0,730.0,730.0,720.0,710.0,710.0,7
40_NC_158,40_NC_158!,NC,Providence High School,Charlotte,NC,4.0,2025,Physics,English,630.0,620.0,28,28,27,28,28,730.0,710.0,710.0,710.0,720.0,710.0,720.0,710.0,720.0,5
40_NC_159,40_NC_159!,NC,Providence High School,Charlotte,NC,3.9,2024,Physics,History,610.0,630.0,29,28,27,29,28,720.0,730.0,710.0,710.0,730.0,720.0,730.0,710.0,730.0,5
40_NY_160,40_NY_160!,NY,South Side High School,Rockville Centre,NY,4.0,2025,Physics,Psychology,610.0,620.0,29,27,29,28,28,730.0,730.0,710.0,720.0,730.0,720.0,710.0,710.0,720.0,6
40_NY_161,40_NY_161!,NY,South Side High School,Rockville Centre,NY,4.0,2024,Physics,English,610.0,610.0,29,27,28,27,28,710.0,720.0,720.0,720.0,730.0,710.0,710.0,730.0,720.0,7
40_NY_162,40_NY_162!,NY,South Side High School,Rockville Centre,NY,4.0,2024,Physics,History,630.0,610.0,27,29,29,28,28,720.0,730.0,730.0,730.0,710.0,720.0,720.0,730.0,720.0,7
40_NY_163,40_NY_163!,NY,South Side High School,Rockville Centre,NY,3.9,2025,Physics,History,620.0,620.0,28,27,29,28,28,710.0,720.0,730.0,710.0,720.0,710.0,710.0,720.0,730.0,5
40_NY_164,40_NY_164!,NY,South Side High School,Rockville Centre,NY,3.8,2024,Physics,English,620.0,630.0,27,27,28,29,28,730.0,710.0,720.0,710.0,730.0,720.0,710.0,730.0,710.0,7
40_NY_165,40_NY_165!,NY,South Side High School,Rockville Centre,NY,3.8,2024,Physics,English,630.0,620.0,29,27,28,29,28,710.0,730.0,730.0,730.0,710.0,710.0,730.0,720.0,720.0,5
40_NY_166,40_NY_166!,NY,South Side High School,Rockville Centre,NY,3.9,2024,Physics,English,630.0,620.0,29,27,27,29,28,720.0,730.0,720.0,720.0,720.0,710.0,710.0,720.0,710.0,6
40_NY_167,40_NY_167!,NY,South Side High School,Rockville Centre,NY,4.0,2025,Physics,History,620.0,620.0,29,28,27,27,28,730.0,710.0,710.0,710.0,730.0,730.0,710.0,720.0,730.0,6
40_NY_168,40_NY_168!,NY,South Side High School,Rockville Centre,NY,3.9,2024,Physics,History,630.0,630.0,27,28,27,29,28,710.0,730.0,710.0,720.0,720.0,710.0,720.0,710.0,720.0,6
40_NY_169,40_NY_169!,NY,South Side High School,Rockville Centre,NY,3.8,2024,Physics,History,630.0,620.0,29,28,29,27,28,720.0,710.0,720.0,710.0,710.0,720.0,710.0,710.0,720.0,7
40_NY_170,40_NY_170!,NY,South Side High School,Rockville Centre,NY,3.8,2025,Physics,Psychology,610.0,630.0,29,29,27,28,28,730.0,710.0,730.0,720.0,730.0,710.0,710.0,730.0,730.0,7
40_NY_171,40_NY_171!,NY,South Side High School,Rockville Centre,NY,3.8,2025,Physics,English,620.0,620.0,28,29,27,27,28,720.0,720.0,720.0,730.0,720.0,720.0,710.0,720.0,710.0,6
40_NY_172,40_NY_172!,NY,South Side High School,Rockville Centre,NY,4.0,2025,Physics,Philosophy,630.0,610.0,27,27,28,27,27,730.0,710.0,730.0,720.0,720.0,720.0,730.0,730.0,730.0,7
40_NY_173,40_NY_173!,NY,South Side High School,Rockville Centre,NY,4.0,2025,Physics,History,610.0,630.0,29,29,28,27,28,720.0,710.0,710.0,720.0,730.0,720.0,710.0,710.0,730.0,7
40_NY_174,40_NY_174!,NY,South Side High School,Rockville Centre,NY,4.0,2024,Physics,History,630.0,620.0,29,28,29,27,28,730.0,720.0,710.0,730.0,720.0,730.0,710.0,710.0,730.0,7
40_NY_175,40_NY_175!,NY,South Side High School,Rockville Centre,NY,4.0,2025,Physics,Philosophy,630.0,610.0,27,27,28,29,28,730.0,710.0,710.0,730.0,730.0,720.0,720.0,730.0,710.0,7
40_NY_176,40_NY_176!,NY,South Side High School,Rockville Centre,NY,4.0,2024,Physics,English,630.0,610.0,29,27,28,27,28,710.0,720.0,710.0,730.0,730.0,720.0,720.0,730.0,710.0,7
40_NY_177,40_NY_177!,NY,South Side High School,Rockville Centre,NY,3.9,2025,Physics,Psychology,620.0,620.0,29,27,28,29,28,720.0,710.0,720.0,710.0,730.0,710.0,720.0,730.0,720.0,7
40_NY_178,40_NY_178!,NY,South Side High School,Rockville Centre,NY,3.8,2025,Physics,English,610.0,620.0,28,27,28,28,28,710.0,710.0,720.0,720.0,710.0,720.0,720.0,720.0,720.0,7
40_NY_179,40_NY_179!,NY,South Side High School,Rockville Centre,NY,4.0,2025,Physics,English,630.0,620.0,28,28,28,29,28,720.0,720.0,720.0,710.0,730.0,730.0,730.0,730.0,720.0,5
40_NY_180,40_NY_180!,NY,South Side High School,Rockville Centre,NY,4.0,2025,Physics,History,630.0,620.0,28,29,27,29,28,730.0,710.0,720.0,720.0,710.0,730.0,730.0,720.0,730.0,7
40_NY_181,40_NY_181!,NY,South Side High School,Rockville Centre,NY,3.8,2025,Physics,Philosophy,620.0,630.0,27,27,29,27,28,720.0,730.0,720.0,710.0,710.0,720.0,720.0,720.0,720.0,6
40_NY_182,40_NY_182!,NY,South Side High School,Rockville Centre,NY,4.0,2024,Physics,English,610.0,620.0,27,28,28,29,28,720.0,720.0,720.0,720.0,710.0,730.0,730.0,720.0,710.0,7
40_NY_183,40_NY_183!,NY,South Side High School,Rockville Centre,NY,4.0,2024,Physics,English,620.0,610.0,27,27,27,27,27,720.0,720.0,710.0,710.0,710.0,710.0,720.0,720.0,730.0,7
40_NY_184,40_NY_184!,NY,South Side High School,Rockville Centre,NY,3.9,2024,Physics,Psychology,620.0,630.0,28,27,29,28,28,730.0,730.0,710.0,720.0,710.0,720.0,720.0,710.0,730.0,5
40_NY_185,40_NY_185!,NY,South Side High School,Rockville Centre,NY,3.9,2024,Physics,Philosophy,620.0,620.0,29,28,29,28,28,720.0,720.0,720.0,710.0,730.0,710.0,710.0,720.0,720.0,7
40_NY_186,40_NY_186!,NY,South Side High School,Rockville Centre,NY,4.0,2025,Physics,History,630.0,620.0,27,29,29,28,28,710.0,730.0,710.0,710.0,730.0,710.0,720.0,720.0,710.0,6
40_NY_187,40_NY_187!,NY,South Side High School,Rockville Centre,NY,4.0,2025,Physics,History,610.0,630.0,27,29,27,27,28,710.0,710.0,730.0,710.0,730.0,720.0,720.0,710.0,710.0,5
40_NY_188,40_NY_188!,NY,South Side High School,Rockville Centre,NY,4.0,2025,Physics,History,620.0,610.0,28,29,29,27,28,710.0,730.0,730.0,730.0,730.0,710.0,730.0,710.0,720.0,6
40_NY_189,40_NY_189!,NY,South Side High School,Rockville Centre,NY,4.0,2025,Physics,Psychology,610.0,630.0,27,29,27,27,28,730.0,710.0,720.0,710.0,720.0,720.0,710.0,730.0,720.0,6
40_NY_190,40_NY_190!,NY,South Side High School,Rockville Centre,NY,4.0,2024,Physics,Philosophy,610.0,620.0,29,29,29,27,28,720.0,710.0,720.0,720.0,730.0,710.0,730.0,720.0,720.0,5
40_NY_191,40_NY_191!,NY,South Side High School,Rockville Centre,NY,3.9,2025,Physics,English,610.0,610.0,28,28,28,28,28,720.0,720.0,710.0,720.0,730.0,710.0,710.0,720.0,720.0,5
40_NY_192,40_NY_192!,NY,South Side High School,Rockville Centre,NY,4.0,2025,Physics,Psychology,610.0,610.0,29,29,27,28,28,720.0,730.0,730.0,730.0,720.0,720.0,720.0,710.0,720.0,7
40_NY_193,40_NY_193!,NY,South Side High School,Rockville Centre,NY,4.0,2024,Physics,History,620.0,610.0,28,29,28,28,28,720.0,710.0,710.0,720.0,710.0,730.0,710.0,720.0,720.0,6
40_NY_194,40_NY_194!,NY,South Side High School,Rockville Centre,NY,4.0,2025,Physics,Psychology,610.0,610.0,28,29,28,29,28,710.0,720.0,710.0,730.0,730.0,710.0,710.0,720.0,730.0,6
40_NY_195,40_NY_195!,NY,South Side High School,Rockville Centre,NY,4.0,2024,Physics,English,630.0,620.0,29,28,28,27,28,710.0,720.0,710.0,730.0,710.0,710.0,710.0,710.0,730.0,7
40_NY_196,40_NY_196!,NY,South Side High School,Rockville Centre,NY,4.0,2024,Physics,English,610.0,620.0,27,27,29,27,28,710.0,730.0,710.0,730.0,710.0,710.0,710.0,710.0,710.0,6
40_NY_197,40_NY_197!,NY,South Side High School,Rockville Centre,NY,3.9,2024,Physics,Philosophy,620.0,630.0,28,28,29,29,28,730.0,710.0,720.0,710.0,710.0,710.0,730.0,720.0,730.0,6
40_NY_198,40_NY_198!,NY,South Side High School,Rockville Centre,NY,3.9,2025,Physics,English,630.0,610.0,27,27,28,28,28,730.0,720.0,710.0,710.0,720.0,720.0,710.0,720.0,730.0,6
40_NY_199,40_NY_199!,NY,South Side High School,Rockville Centre,NY,3.9,2025,Physics,History,620.0,610.0,27,28,27,28,28,730.0,710.0,710.0,730.0,720.0,730.0,710.0,730.0,710.0,5
37_GA_0,37_GA_0!,GA,Flowery Branch High School,Flowery Branch,GA,3.8000000000000003,2024,Mathematics,History,580.0,580.0,24,26,26,25,25,700.0,700.0,700.0,690.0,700.0,680.0,700.0,700.0,700.0,5
37_GA_1,37_GA_1!,GA,Flowery Branch High School,Flowery Branch,GA,3.7,2025,Mathematics,Psychology,590.0,580.0,24,25,25,24,24,690.0,680.0,680.0,700.0,690.0,690.0,690.0,700.0,690.0,6
37_GA_2,37_GA_2!,GA,Flowery Branch High School,Flowery Branch,GA,3.7,2025,Mathematics,Philosophy,600.0,600.0,26,24,25,25,25,700.0,700.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,5
37_GA_3,37_GA_3!,GA,Flowery Branch High School,Flowery Branch,GA,3.6,2024,Mathematics,Psychology,590.0,590.0,25,25,26,25,25,690.0,680.0,700.0,690.0,680.0,680.0,700.0,680.0,690.0,6
37_GA_4,37_GA_4!,GA,Flowery Branch High School,Flowery Branch,GA,3.5,2025,Mathematics,Psychology,580.0,600.0,26,24,26,26,26,690.0,680.0,680.0,680.0,700.0,700.0,680.0,690.0,690.0,6
37_GA_5,37_GA_5!,GA,Flowery Branch High School,Flowery Branch,GA,3.9000000000000004,2025,Mathematics,Philosophy,600.0,580.0,24,26,25,25,25,680.0,680.0,700.0,680.0,700.0,700.0,680.0,680.0,700.0,4
37_GA_6,37_GA_6!,GA,Flowery Branch High School,Flowery Branch,GA,3.9000000000000004,2024,Mathematics,History,600.0,580.0,24,26,26,24,25,700.0,680.0,690.0,700.0,680.0,700.0,680.0,700.0,680.0,4
37_GA_7,37_GA_7!,GA,Flowery Branch High School,Flowery Branch,GA,3.8000000000000003,2024,Mathematics,Psychology,590.0,580.0,25,26,24,24,25,700.0,680.0,700.0,700.0,690.0,690.0,700.0,700.0,680.0,6
37_GA_8,37_GA_8!,GA,Flowery Branch High School,Flowery Branch,GA,3.5,2024,Mathematics,Psychology,600.0,600.0,26,26,25,25,26,680.0,690.0,680.0,690.0,690.0,690.0,680.0,690.0,690.0,4
37_GA_9,37_GA_9!,GA,Flowery Branch High School,Flowery Branch,GA,3.6,2024,Mathematics,Psychology,580.0,590.0,26,26,24,26,26,700.0,680.0,700.0,690.0,680.0,690.0,690.0,700.0,700.0,5
37_GA_10,37_GA_10!,GA,Flowery Branch High School,Flowery Branch,GA,3.7,2024,Mathematics,History,580.0,590.0,24,24,26,24,24,680.0,700.0,700.0,690.0,700.0,680.0,690.0,690.0,690.0,4
37_GA_11,37_GA_11!,GA,Flowery Branch High School,Flowery Branch,GA,3.7,2024,Mathematics,History,590.0,600.0,26,24,26,24,25,690.0,700.0,680.0,700.0,700.0,690.0,690.0,690.0,680.0,6
37_GA_12,37_GA_12!,GA,Flowery Branch High School,Flowery Branch,GA,3.7,2025,Mathematics,English,600.0,580.0,24,24,25,24,24,690.0,690.0,700.0,690.0,690.0,680.0,700.0,680.0,690.0,4
37_GA_13,37_GA_13!,GA,Flowery Branch High School,Flowery Branch,GA,3.8000000000000003,2024,Mathematics,English,600.0,600.0,24,26,25,24,25,700.0,700.0,690.0,680.0,700.0,700.0,700.0,700.0,680.0,6
37_GA_14,37_GA_14!,GA,Flowery Branch High School,Flowery Branch,GA,3.6,2025,Mathematics,History,590.0,580.0,24,26,25,25,25,700.0,700.0,690.0,680.0,690.0,690.0,690.0,680.0,700.0,5
37_GA_15,37_GA_15!,GA,Flowery Branch High School,Flowery Branch,GA,3.9000000000000004,2024,Mathematics,History,600.0,590.0,25,24,26,24,25,690.0,690.0,690.0,690.0,690.0,700.0,700.0,680.0,690.0,5
37_GA_16,37_GA_16!,GA,Flowery Branch High School,Flowery Branch,GA,3.7,2024,Mathematics,History,590.0,600.0,24,26,24,25,25,700.0,680.0,700.0,700.0,690.0,690.0,690.0,680.0,690.0,5
37_GA_17,37_GA_17!,GA,Flowery Branch High School,Flowery Branch,GA,3.7,2024,Mathematics,History,580.0,590.0,24,24,24,24,24,680.0,700.0,680.0,700.0,680.0,680.0,680.0,690.0,700.0,5
37_GA_18,37_GA_18!,GA,Flowery Branch High School,Flowery Branch,GA,3.9000000000000004,2025,Mathematics,Philosophy,590.0,590.0,25,24,25,25,25,700.0,700.0,690.0,690.0,690.0,690.0,700.0,690.0,690.0,4
37_GA_19,37_GA_19!,GA,Flowery Branch High School,Flowery Branch,GA,3.8000000000000003,2025,Mathematics,English,600.0,580.0,24,25,24,24,24,700.0,680.0,700.0,680.0,700.0,680.0,680.0,680.0,700.0,5
37_GA_20,37_GA_20!,GA,Flowery Branch High School,Flowery Branch,GA,3.9000000000000004,2025,Mathematics,English,580.0,590.0,25,25,26,25,25,700.0,680.0,690.0,680.0,680.0,700.0,700.0,700.0,700.0,4
37_GA_21,37_GA_21!,GA,Flowery Branch High School,Flowery Branch,GA,3.7,2024,Mathematics,English,600.0,590.0,24,25,24,25,24,680.0,690.0,680.0,690.0,690.0,690.0,680.0,690.0,700.0,6
37_GA_22,37_GA_22!,GA,Flowery Branch High School,Flowery Branch,GA,3.6,2024,Mathematics,Psychology,590.0,600.0,24,24,24,26,24,690.0,700.0,700.0,690.0,680.0,700.0,690.0,680.0,690.0,4
37_GA_23,37_GA_23!,GA,Flowery Branch High School,Flowery Branch,GA,3.5,2024,Mathematics,History,580.0,590.0,24,25,25,26,25,680.0,690.0,690.0,680.0,690.0,680.0,700.0,690.0,700.0,5
37_GA_24,37_GA_24!,GA,Flowery Branch High School,Flowery Branch,GA,3.8000000000000003,2024,Mathematics,English,590.0,580.0,25,24,25,25,25,700.0,680.0,700.0,690.0,690.0,690.0,700.0,690.0,690.0,4
37_GA_25,37_GA_25!,GA,Flowery Branch High School,Flowery Branch,GA,3.7,2025,Mathematics,History,600.0,580.0,26,24,25,26,25,680.0,700.0,700.0,680.0,700.0,680.0,700.0,700.0,680.0,6
37_GA_26,37_GA_26!,GA,Flowery Branch High School,Flowery Branch,GA,3.7,2024,Mathematics,Philosophy,580.0,590.0,26,24,25,26,25,680.0,680.0,700.0,680.0,680.0,690.0,680.0,690.0,700.0,6
37_GA_27,37_GA_27!,GA,Flowery Branch High School,Flowery Branch,GA,3.6,2025,Mathematics,Psychology,600.0,600.0,24,25,26,25,25,690.0,690.0,680.0,690.0,700.0,680.0,700.0,690.0,680.0,5
37_GA_28,37_GA_28!,GA,Flowery Branch High School,Flowery Branch,GA,3.6,2024,Mathematics,History,590.0,580.0,26,25,25,26,26,680.0,690.0,700.0,700.0,680.0,690.0,680.0,700.0,700.0,5
37_GA_29,37_GA_29!,GA,Flowery Branch High School,Flowery Branch,GA,3.7,2025,Mathematics,History,580.0,590.0,26,26,24,25,25,680.0,680.0,690.0,680.0,700.0,680.0,700.0,700.0,700.0,5
37_GA_30,37_GA_30!,GA,Flowery Branch High School,Flowery Branch,GA,3.8000000000000003,2024,Mathematics,Psychology,580.0,590.0,24,25,24,24,24,680.0,690.0,690.0,680.0,690.0,700.0,680.0,680.0,680.0,6
37_GA_31,37_GA_31!,GA,Flowery Branch High School,Flowery Branch,GA,3.7,2024,Mathematics,Psychology,580.0,580.0,24,25,25,25,25,680.0,690.0,680.0,700.0,680.0,680.0,690.0,700.0,690.0,4
37_GA_32,37_GA_32!,GA,Flowery Branch High School,Flowery Branch,GA,3.7,2025,Mathematics,English,590.0,600.0,26,26,24,25,25,690.0,690.0,690.0,680.0,690.0,700.0,690.0,700.0,680.0,6
37_GA_33,37_GA_33!,GA,Flowery Branch High School,Flowery Branch,GA,3.8000000000000003,2024,Mathematics,Psychology,600.0,580.0,24,25,24,24,24,690.0,680.0,680.0,690.0,680.0,690.0,690.0,690.0,680.0,4
37_GA_34,37_GA_34!,GA,Flowery Branch High School,Flowery Branch,GA,3.5,2025,Mathematics,History,590.0,600.0,26,24,25,24,25,690.0,690.0,690.0,690.0,680.0,700.0,700.0,700.0,680.0,6
37_GA_35,37_GA_35!,GA,Flowery Branch High School,Flowery Branch,GA,3.7,2025,Mathematics,English,600.0,590.0,25,24,26,25,25,700.0,690.0,700.0,700.0,680.0,680.0,690.0,690.0,690.0,4
37_GA_36,37_GA_36!,GA,Flowery Branch High School,Flowery Branch,GA,3.7,2024,Mathematics,Psychology,600.0,590.0,26,26,26,24,26,680.0,680.0,700.0,690.0,680.0,680.0,680.0,680.0,690.0,5
37_GA_37,37_GA_37!,GA,Flowery Branch High School,Flowery Branch,GA,3.8000000000000003,2025,Mathematics,English,600.0,580.0,26,26,24,24,25,680.0,690.0,680.0,690.0,680.0,680.0,700.0,680.0,680.0,6
37_GA_38,37_GA_38!,GA,Flowery Branch High School,Flowery Branch,GA,3.9000000000000004,2024,Mathematics,English,600.0,590.0,25,26,25,24,25,680.0,690.0,690.0,700.0,690.0,700.0,700.0,680.0,700.0,6
37_GA_39,37_GA_39!,GA,Flowery Branch High School,Flowery Branch,GA,3.5,2024,Mathematics,History,590.0,600.0,25,25,25,26,25,680.0,680.0,680.0,690.0,680.0,690.0,680.0,700.0,690.0,4
37_SC_40,37_SC_40!,SC,Ashley Ridge High School,Summerville,SC,3.8000000000000003,2025,Mathematics,English,580.0,600.0,24,26,24,24,24,700.0,690.0,680.0,700.0,680.0,700.0,690.0,690.0,700.0,6
37_SC_41,37_SC_41!,SC,Ashley Ridge High School,Summerville,SC,3.5,2025,Mathematics,Philosophy,590.0,580.0,26,26,25,25,26,690.0,690.0,690.0,700.0,680.0,690.0,700.0,700.0,690.0,4
37_SC_42,37_SC_42!,SC,Ashley Ridge High School,Summerville,SC,3.9000000000000004,2025,Mathematics,English,580.0,600.0,25,26,25,24,25,690.0,690.0,700.0,680.0,680.0,690.0,700.0,690.0,680.0,4
37_SC_43,37_SC_43!,SC,Ashley Ridge High School,Summerville,SC,3.8000000000000003,2025,Mathematics,History,600.0,600.0,25,26,25,26,26,680.0,700.0,690.0,700.0,680.0,700.0,690.0,680.0,690.0,5
37_SC_44,37_SC_44!,SC,Ashley Ridge High School,Summerville,SC,3.5,2025,Mathematics,English,600.0,600.0,26,24,25,26,25,700.0,690.0,680.0,690.0,680.0,680.0,680.0,690.0,690.0,4
37_SC_45,37_SC_45!,SC,Ashley Ridge High School,Summerville,SC,3.7,2024,Mathematics,English,600.0,600.0,24,26,24,26,25,700.0,680.0,700.0,690.0,680.0,690.0,680.0,700.0,700.0,6
37_SC_46,37_SC_46!,SC,Ashley Ridge High School,Summerville,SC,3.6,2024,Mathematics,Philosophy,590.0,580.0,25,25,25,25,25,690.0,690.0,680.0,680.0,680.0,700.0,690.0,680.0,690.0,6
37_SC_47,37_SC_47!,SC,Ashley Ridge High School,Summerville,SC,3.7,2025,Mathematics,History,590.0,590.0,25,25,26,25,25,690.0,690.0,700.0,680.0,700.0,680.0,700.0,680.0,690.0,4
37_SC_48,37_SC_48!,SC,Ashley Ridge High School,Summerville,SC,3.8000000000000003,2025,Mathematics,Psychology,600.0,600.0,24,24,26,26,25,700.0,680.0,690.0,680.0,700.0,680.0,690.0,700.0,680.0,6
37_SC_49,37_SC_49!,SC,Ashley Ridge High School,Summerville,SC,3.5,2025,Mathematics,Philosophy,590.0,580.0,26,26,26,26,26,700.0,700.0,700.0,690.0,690.0,700.0,680.0,700.0,700.0,5
37_SC_50,37_SC_50!,SC,Ashley Ridge High School,Summerville,SC,3.7,2025,Mathematics,History,590.0,590.0,24,25,24,24,24,680.0,690.0,700.0,690.0,700.0,690.0,680.0,700.0,700.0,6
37_SC_51,37_SC_51!,SC,Ashley Ridge High School,Summerville,SC,3.5,2025,Mathematics,Psychology,600.0,580.0,26,25,24,25,25,690.0,690.0,680.0,680.0,700.0,700.0,700.0,690.0,690.0,4
37_SC_52,37_SC_52!,SC,Ashley Ridge High School,Summerville,SC,3.9000000000000004,2025,Mathematics,History,600.0,600.0,24,26,24,26,25,680.0,690.0,700.0,690.0,700.0,680.0,690.0,690.0,690.0,5
37_SC_53,37_SC_53!,SC,Ashley Ridge High School,Summerville,SC,3.5,2024,Mathematics,Philosophy,580.0,590.0,26,26,26,26,26,700.0,700.0,700.0,680.0,690.0,690.0,690.0,700.0,690.0,5
